,time,country,commodity,price
6694,2016-07-13,Argentina (Up River),Maize,
6695,2016-07-08,Argentina (Up River),Maize,0.18
6696,2016-07-06,Argentina (Up River),Maize,
6697,2016-07-01,Argentina (Up River),Maize,0.19
6698,2016-06-29,Argentina (Up River),Maize,
6699,2016-06-24,Argentina (Up River),Maize,0.19
6700,2016-06-22,Argentina (Up River),Maize,
6701,2016-06-17,Argentina (Up River),Maize,0.21
6702,2016-06-15,Argentina (Up River),Maize,
6703,2016-06-10,Argentina (Up River),Maize,0.21
6704,2016-06-08,Argentina (Up River),Maize,
6705,2016-06-03,Argentina (Up River),Maize,0.2
6706,2016-06-01,Argentina (Up River),Maize,
6707,2016-05-27,Argentina (Up River),Maize,0.19
6708,2016-05-25,Argentina (Up River),Maize,
6709,2016-05-20,Argentina (Up River),Maize,0.19
6710,2016-05-18,Argentina (Up River),Maize,
6711,2016-05-13,Argentina (Up River),Maize,0.18
6712,2016-05-11,Argentina (Up River),Maize,
6713,2016-05-06,Argentina (Up River),Maize,0.17
6714,2016-05-04,Argentina (Up River),Maize,
6715,2016-04-29,Argentina (Up River),Maize,0.18
6716,2016-04-27,Argentina (Up River),Maize,
6717,2016-04-22,Argentina (Up River),Maize,0.18
6718,2016-04-20,Argentina (Up River),Maize,
6719,2016-04-15,Argentina (Up River),Maize,0.17
6720,2016-04-13,Argentina (Up River),Maize,
6721,2016-04-08,Argentina (Up River),Maize,0.16
6722,2016-04-06,Argentina (Up River),Maize,
6723,2016-04-01,Argentina (Up River),Maize,0.17
6724,2016-03-30,Argentina (Up River),Maize,
6725,2016-03-25,Argentina (Up River),Maize,0.16
6726,2016-03-18,Argentina (Up River),Maize,0.16
6727,2016-03-16,Argentina (Up River),Maize,
6728,2016-03-11,Argentina (Up River),Maize,0.16
6729,2016-03-09,Argentina (Up River),Maize,
6730,2016-03-04,Argentina (Up River),Maize,0.16
6731,2016-03-02,Argentina (Up River),Maize,
6732,2016-02-26,Argentina (Up River),Maize,0.17
6733,2016-02-24,Argentina (Up River),Maize,
6734,2016-02-19,Argentina (Up River),Maize,0.17
6735,2016-02-17,Argentina (Up River),Maize,
6736,2016-02-12,Argentina (Up River),Maize,0.17
6737,2016-02-10,Argentina (Up River),Maize,
6738,2016-02-05,Argentina (Up River),Maize,0.17
6739,2016-02-03,Argentina (Up River),Maize,
6740,2016-01-29,Argentina (Up River),Maize,0.17
6741,2016-01-27,Argentina (Up River),Maize,
6742,2016-01-22,Argentina (Up River),Maize,0.17
6743,2016-01-20,Argentina (Up River),Maize,
6744,2016-01-15,Argentina (Up River),Maize,0.16
6745,2016-01-13,Argentina (Up River),Maize,
6746,2016-01-08,Argentina (Up River),Maize,0.15
6747,2016-01-06,Argentina (Up River),Maize,
6748,2016-01-01,Argentina (Up River),Maize,0.16
6749,2015-12-25,Argentina (Up River),Maize,0.16
6750,2015-12-18,Argentina (Up River),Maize,0.17
6751,2015-12-16,Argentina (Up River),Maize,
6752,2015-12-11,Argentina (Up River),Maize,0.18
6753,2015-12-09,Argentina (Up River),Maize,
6754,2015-12-04,Argentina (Up River),Maize,0.17
6755,2015-12-02,Argentina (Up River),Maize,
6756,2015-11-27,Argentina (Up River),Maize,0.17
6757,2015-11-25,Argentina (Up River),Maize,
6758,2015-11-20,Argentina (Up River),Maize,0.17
6759,2015-11-18,Argentina (Up River),Maize,
6760,2015-11-13,Argentina (Up River),Maize,0.16
6761,2015-11-11,Argentina (Up River),Maize,
6762,2015-11-06,Argentina (Up River),Maize,0.17
6763,2015-11-04,Argentina (Up River),Maize,
6764,2015-10-30,Argentina (Up River),Maize,0.17
6765,2015-10-28,Argentina (Up River),Maize,
6766,2015-10-23,Argentina (Up River),Maize,0.16
6767,2015-10-21,Argentina (Up River),Maize,
6768,2015-10-16,Argentina (Up River),Maize,0.16
6769,2015-10-14,Argentina (Up River),Maize,
6770,2015-10-09,Argentina (Up River),Maize,0.17
6771,2015-10-07,Argentina (Up River),Maize,
6772,2015-10-02,Argentina (Up River),Maize,0.16
6773,2015-09-30,Argentina (Up River),Maize,
6774,2015-09-25,Argentina (Up River),Maize,0.16
6775,2015-09-23,Argentina (Up River),Maize,
6776,2015-09-18,Argentina (Up River),Maize,0.17
6777,2015-09-16,Argentina (Up River),Maize,
6778,2015-09-11,Argentina (Up River),Maize,0.16
6779,2015-09-09,Argentina (Up River),Maize,
6780,2015-09-04,Argentina (Up River),Maize,0.16
6781,2015-09-02,Argentina (Up River),Maize,
6782,2015-08-28,Argentina (Up River),Maize,0.16
6783,2015-08-26,Argentina (Up River),Maize,
6784,2015-08-21,Argentina (Up River),Maize,0.16
6785,2015-08-19,Argentina (Up River),Maize,
6786,2015-08-14,Argentina (Up River),Maize,0.16
6787,2015-08-12,Argentina (Up River),Maize,
6788,2015-08-07,Argentina (Up River),Maize,0.16
6789,2015-08-05,Argentina (Up River),Maize,
6790,2015-07-31,Argentina (Up River),Maize,0.16
6791,2015-07-29,Argentina (Up River),Maize,
6792,2015-07-24,Argentina (Up River),Maize,0.18
6793,2015-07-22,Argentina (Up River),Maize,
6794,2015-07-17,Argentina (Up River),Maize,0.19
6795,2015-07-15,Argentina (Up River),Maize,
6796,2015-07-10,Argentina (Up River),Maize,0.19
6797,2015-07-08,Argentina (Up River),Maize,
6798,2015-07-03,Argentina (Up River),Maize,0.19
6799,2015-07-01,Argentina (Up River),Maize,
6800,2015-06-26,Argentina (Up River),Maize,0.17
6801,2015-06-24,Argentina (Up River),Maize,
6802,2015-06-19,Argentina (Up River),Maize,0.17
6803,2015-06-17,Argentina (Up River),Maize,
6804,2015-06-12,Argentina (Up River),Maize,0.17
6805,2015-06-10,Argentina (Up River),Maize,
6806,2015-06-05,Argentina (Up River),Maize,0.17
6807,2015-06-03,Argentina (Up River),Maize,
6808,2015-05-29,Argentina (Up River),Maize,0.17
6809,2015-05-27,Argentina (Up River),Maize,
6810,2015-05-22,Argentina (Up River),Maize,0.17
6811,2015-05-20,Argentina (Up River),Maize,
6812,2015-05-15,Argentina (Up River),Maize,0.17
6813,2015-05-13,Argentina (Up River),Maize,
6814,2015-05-08,Argentina (Up River),Maize,0.17
6815,2015-05-06,Argentina (Up River),Maize,
6816,2015-05-01,Argentina (Up River),Maize,0.17
6817,2015-04-29,Argentina (Up River),Maize,
6818,2015-04-24,Argentina (Up River),Maize,0.17
6819,2015-04-22,Argentina (Up River),Maize,
6820,2015-04-17,Argentina (Up River),Maize,0.17
6821,2015-04-15,Argentina (Up River),Maize,
6822,2015-04-10,Argentina (Up River),Maize,0.17
6823,2015-04-08,Argentina (Up River),Maize,
6824,2015-04-03,Argentina (Up River),Maize,0.17
6825,2015-03-27,Argentina (Up River),Maize,0.17
6826,2015-03-25,Argentina (Up River),Maize,
6827,2015-03-20,Argentina (Up River),Maize,0.17
6828,2015-03-18,Argentina (Up River),Maize,
6829,2015-03-13,Argentina (Up River),Maize,0.17
6830,2015-03-06,Argentina (Up River),Maize,0.17
6831,2015-03-04,Argentina (Up River),Maize,
6832,2015-02-27,Argentina (Up River),Maize,0.17
6833,2015-02-25,Argentina (Up River),Maize,
6834,2015-02-20,Argentina (Up River),Maize,0.18
6835,2015-02-18,Argentina (Up River),Maize,
6836,2015-02-13,Argentina (Up River),Maize,0.18
6837,2015-02-11,Argentina (Up River),Maize,
6838,2015-02-06,Argentina (Up River),Maize,0.18
6839,2015-02-04,Argentina (Up River),Maize,
6840,2015-01-30,Argentina (Up River),Maize,0.18
6841,2015-01-28,Argentina (Up River),Maize,
6842,2015-01-23,Argentina (Up River),Maize,0.18
6843,2015-01-21,Argentina (Up River),Maize,
6844,2015-01-16,Argentina (Up River),Maize,0.19
6845,2015-01-14,Argentina (Up River),Maize,
6846,2015-01-09,Argentina (Up River),Maize,0.19
6847,2015-01-07,Argentina (Up River),Maize,
6848,2015-01-02,Argentina (Up River),Maize,0.2
6849,2014-12-26,Argentina (Up River),Maize,0.2
6850,2014-12-19,Argentina (Up River),Maize,0.2
6851,2014-12-17,Argentina (Up River),Maize,
6852,2014-12-12,Argentina (Up River),Maize,0.2
6853,2014-12-10,Argentina (Up River),Maize,
6854,2014-12-05,Argentina (Up River),Maize,0.19
6855,2014-12-03,Argentina (Up River),Maize,
6856,2014-11-28,Argentina (Up River),Maize,0.18
6857,2014-11-26,Argentina (Up River),Maize,
6858,2014-11-21,Argentina (Up River),Maize,0.18
6859,2014-11-19,Argentina (Up River),Maize,
6860,2014-11-14,Argentina (Up River),Maize,0.18
6861,2014-11-12,Argentina (Up River),Maize,
6862,2014-11-07,Argentina (Up River),Maize,0.18
6863,2014-11-05,Argentina (Up River),Maize,
6864,2014-10-31,Argentina (Up River),Maize,0.18
6865,2014-10-29,Argentina (Up River),Maize,
6866,2014-10-24,Argentina (Up River),Maize,0.17
6867,2014-10-22,Argentina (Up River),Maize,
6868,2014-10-17,Argentina (Up River),Maize,0.17
6869,2014-10-15,Argentina (Up River),Maize,
6870,2014-10-10,Argentina (Up River),Maize,0.17
6871,2014-10-08,Argentina (Up River),Maize,
6872,2014-10-03,Argentina (Up River),Maize,0.16
6873,2014-10-01,Argentina (Up River),Maize,
6874,2014-09-26,Argentina (Up River),Maize,0.16
6875,2014-09-24,Argentina (Up River),Maize,
6876,2014-09-19,Argentina (Up River),Maize,0.17
6877,2014-09-17,Argentina (Up River),Maize,
6878,2014-09-12,Argentina (Up River),Maize,0.17
6879,2014-09-10,Argentina (Up River),Maize,
6880,2014-09-05,Argentina (Up River),Maize,0.17
6881,2014-09-03,Argentina (Up River),Maize,
6882,2014-08-29,Argentina (Up River),Maize,0.18
6883,2014-08-27,Argentina (Up River),Maize,
6884,2014-08-22,Argentina (Up River),Maize,0.18
6885,2014-08-20,Argentina (Up River),Maize,
6886,2014-08-15,Argentina (Up River),Maize,0.18
6887,2014-08-13,Argentina (Up River),Maize,
6888,2014-08-08,Argentina (Up River),Maize,0.19
6889,2014-08-06,Argentina (Up River),Maize,
6890,2014-08-01,Argentina (Up River),Maize,0.19
6891,2014-07-30,Argentina (Up River),Maize,
6892,2014-07-25,Argentina (Up River),Maize,0.19
6893,2014-07-23,Argentina (Up River),Maize,
6894,2014-07-18,Argentina (Up River),Maize,0.19
6895,2014-07-16,Argentina (Up River),Maize,
6896,2014-07-11,Argentina (Up River),Maize,0.19
6897,2014-07-09,Argentina (Up River),Maize,
6898,2014-07-04,Argentina (Up River),Maize,0.2
6899,2014-07-02,Argentina (Up River),Maize,
6900,2014-06-27,Argentina (Up River),Maize,0.2
6901,2014-06-25,Argentina (Up River),Maize,
6902,2014-06-20,Argentina (Up River),Maize,0.2
6903,2014-06-18,Argentina (Up River),Maize,
6904,2014-06-13,Argentina (Up River),Maize,0.2
6905,2014-06-11,Argentina (Up River),Maize,
6906,2014-06-06,Argentina (Up River),Maize,0.21
6907,2014-06-04,Argentina (Up River),Maize,
6908,2014-05-30,Argentina (Up River),Maize,0.22
6909,2014-05-28,Argentina (Up River),Maize,
6910,2014-05-23,Argentina (Up River),Maize,0.22
6911,2014-05-21,Argentina (Up River),Maize,
6912,2014-05-16,Argentina (Up River),Maize,0.23
6913,2014-05-14,Argentina (Up River),Maize,
6914,2014-05-09,Argentina (Up River),Maize,0.23
6915,2014-05-07,Argentina (Up River),Maize,
6916,2014-05-02,Argentina (Up River),Maize,0.24
6917,2014-04-30,Argentina (Up River),Maize,
6918,2014-04-25,Argentina (Up River),Maize,0.23
6919,2014-04-23,Argentina (Up River),Maize,
6920,2014-04-18,Argentina (Up River),Maize,0.23
6921,2014-04-16,Argentina (Up River),Maize,
6922,2014-04-11,Argentina (Up River),Maize,0.23
6923,2014-04-09,Argentina (Up River),Maize,
6924,2014-04-04,Argentina (Up River),Maize,0.23
6925,2014-04-02,Argentina (Up River),Maize,
6926,2014-03-28,Argentina (Up River),Maize,0.23
6927,2014-03-26,Argentina (Up River),Maize,
6928,2014-03-21,Argentina (Up River),Maize,0.23
6929,2014-03-19,Argentina (Up River),Maize,
6930,2014-03-14,Argentina (Up River),Maize,0.23
6931,2014-03-12,Argentina (Up River),Maize,
6932,2014-03-07,Argentina (Up River),Maize,0.23
6933,2014-03-05,Argentina (Up River),Maize,
6934,2014-02-28,Argentina (Up River),Maize,0.22
6935,2014-02-26,Argentina (Up River),Maize,
6936,2014-02-21,Argentina (Up River),Maize,0.22
6937,2014-02-19,Argentina (Up River),Maize,
6938,2014-02-14,Argentina (Up River),Maize,0.22
6939,2014-02-12,Argentina (Up River),Maize,
6940,2014-02-07,Argentina (Up River),Maize,0.22
6941,2014-02-05,Argentina (Up River),Maize,
6942,2014-01-31,Argentina (Up River),Maize,0.22
6943,2014-01-29,Argentina (Up River),Maize,
6944,2014-01-24,Argentina (Up River),Maize,0.21
6945,2014-01-22,Argentina (Up River),Maize,
6946,2014-01-17,Argentina (Up River),Maize,0.21
6947,2014-01-15,Argentina (Up River),Maize,
6948,2014-01-10,Argentina (Up River),Maize,0.22
6949,2014-01-08,Argentina (Up River),Maize,
6950,2014-01-03,Argentina (Up River),Maize,0.21
6951,2013-12-27,Argentina (Up River),Maize,0.22
6952,2013-12-20,Argentina (Up River),Maize,0.22
6953,2013-12-13,Argentina (Up River),Maize,0.21
6954,2013-12-06,Argentina (Up River),Maize,0.21
6955,2013-11-29,Argentina (Up River),Maize,0.21
6956,2013-11-22,Argentina (Up River),Maize,0.21
6957,2013-11-15,Argentina (Up River),Maize,0.21
6958,2013-11-08,Argentina (Up River),Maize,0.21
6959,2013-11-01,Argentina (Up River),Maize,0.21
6960,2013-10-25,Argentina (Up River),Maize,0.21
6961,2013-10-18,Argentina (Up River),Maize,0.21
6962,2013-10-11,Argentina (Up River),Maize,0.21
6963,2013-10-04,Argentina (Up River),Maize,0.21
6964,2013-09-27,Argentina (Up River),Maize,0.21
6965,2013-09-20,Argentina (Up River),Maize,0.21
6966,2013-09-13,Argentina (Up River),Maize,0.23
6967,2013-09-06,Argentina (Up River),Maize,0.23
6968,2013-08-30,Argentina (Up River),Maize,0.23
6969,2013-08-23,Argentina (Up River),Maize,0.23
6970,2013-08-16,Argentina (Up River),Maize,0.21
6971,2013-08-09,Argentina (Up River),Maize,0.22
6972,2013-08-02,Argentina (Up River),Maize,0.23
6973,2013-07-26,Argentina (Up River),Maize,0.24
6974,2013-07-19,Argentina (Up River),Maize,0.24
6975,2013-07-12,Argentina (Up River),Maize,0.25
6976,2013-07-05,Argentina (Up River),Maize,0.25
6977,2013-06-28,Argentina (Up River),Maize,0.26
6978,2013-06-21,Argentina (Up River),Maize,0.27
6979,2013-06-14,Argentina (Up River),Maize,0.26
6980,2013-06-07,Argentina (Up River),Maize,0.26
6981,2013-05-31,Argentina (Up River),Maize,0.27
6982,2013-05-24,Argentina (Up River),Maize,0.25
6983,2013-05-17,Argentina (Up River),Maize,0.26
6984,2013-05-10,Argentina (Up River),Maize,0.25
6985,2013-05-03,Argentina (Up River),Maize,0.26
6986,2013-04-26,Argentina (Up River),Maize,0.24
6987,2013-04-19,Argentina (Up River),Maize,0.25
6988,2013-04-12,Argentina (Up River),Maize,0.24
6989,2013-04-05,Argentina (Up River),Maize,0.23
6990,2013-03-29,Argentina (Up River),Maize,0.27
6991,2013-03-22,Argentina (Up River),Maize,0.28
6992,2013-03-15,Argentina (Up River),Maize,0.28
6993,2013-03-08,Argentina (Up River),Maize,0.27
6994,2013-03-01,Argentina (Up River),Maize,0.28
6995,2013-02-22,Argentina (Up River),Maize,0.28
6996,2013-02-15,Argentina (Up River),Maize,0.28
6997,2013-02-08,Argentina (Up River),Maize,0.29
6998,2013-02-01,Argentina (Up River),Maize,0.3
6999,2013-01-25,Argentina (Up River),Maize,0.3
7000,2013-01-18,Argentina (Up River),Maize,0.3
7001,2013-01-11,Argentina (Up River),Maize,0.29
7002,2013-01-04,Argentina (Up River),Maize,0.28
7003,2012-12-28,Argentina (Up River),Maize,0.28
7004,2012-12-21,Argentina (Up River),Maize,0.28
7005,2012-12-14,Argentina (Up River),Maize,0.29
7006,2012-12-07,Argentina (Up River),Maize,0.3
7007,2012-11-30,Argentina (Up River),Maize,0.31
7008,2012-11-23,Argentina (Up River),Maize,0.3
7009,2012-11-16,Argentina (Up River),Maize,0.29
7010,2012-11-09,Argentina (Up River),Maize,0.29
7011,2012-11-02,Argentina (Up River),Maize,0.28
7012,2012-10-26,Argentina (Up River),Maize,0.28
7013,2012-10-19,Argentina (Up River),Maize,0.27
7014,2012-10-12,Argentina (Up River),Maize,0.27
7015,2012-10-05,Argentina (Up River),Maize,0.27
7016,2012-09-28,Argentina (Up River),Maize,0.27
7017,2012-09-21,Argentina (Up River),Maize,0.27
7018,2012-09-14,Argentina (Up River),Maize,0.28
7019,2012-09-07,Argentina (Up River),Maize,0.3
7020,2012-08-31,Argentina (Up River),Maize,0.29
7021,2012-08-24,Argentina (Up River),Maize,0.3
7022,2012-08-17,Argentina (Up River),Maize,0.28
7023,2012-08-10,Argentina (Up River),Maize,0.3
7024,2012-08-03,Argentina (Up River),Maize,0.31
7025,2012-07-27,Argentina (Up River),Maize,0.29
7026,2012-07-20,Argentina (Up River),Maize,0.3
7027,2012-07-13,Argentina (Up River),Maize,0.27
7028,2012-07-06,Argentina (Up River),Maize,0.26
7029,2012-06-29,Argentina (Up River),Maize,0.25
7030,2012-06-22,Argentina (Up River),Maize,0.24
7031,2012-06-15,Argentina (Up River),Maize,0.23
7032,2012-06-08,Argentina (Up River),Maize,0.23
7033,2012-06-01,Argentina (Up River),Maize,0.23
7034,2012-05-25,Argentina (Up River),Maize,0.24
7035,2012-05-18,Argentina (Up River),Maize,0.24
7036,2012-05-11,Argentina (Up River),Maize,0.25
7037,2012-05-04,Argentina (Up River),Maize,0.26
7038,2012-04-27,Argentina (Up River),Maize,0.25
7039,2012-04-20,Argentina (Up River),Maize,0.25
7040,2012-04-13,Argentina (Up River),Maize,0.26
7041,2012-04-06,Argentina (Up River),Maize,0.27
7042,2012-03-30,Argentina (Up River),Maize,0.26
7043,2012-03-23,Argentina (Up River),Maize,0.27
7044,2012-03-16,Argentina (Up River),Maize,0.28
7045,2012-03-09,Argentina (Up River),Maize,0.27
7046,2012-03-02,Argentina (Up River),Maize,0.28
7047,2012-02-24,Argentina (Up River),Maize,0.26
7048,2012-02-17,Argentina (Up River),Maize,0.26
7049,2012-02-10,Argentina (Up River),Maize,0.27
7050,2012-02-03,Argentina (Up River),Maize,0.27
7051,2012-01-27,Argentina (Up River),Maize,0.26
7052,2012-01-20,Argentina (Up River),Maize,0.25
7053,2012-01-13,Argentina (Up River),Maize,0.26
7054,2012-01-06,Argentina (Up River),Maize,0.26
7055,2011-12-30,Argentina (Up River),Maize,0.24
7056,2011-12-23,Argentina (Up River),Maize,0.23
7057,2011-12-16,Argentina (Up River),Maize,0.24
7058,2011-12-09,Argentina (Up River),Maize,0.25
7059,2011-12-02,Argentina (Up River),Maize,0.26
7060,2011-11-25,Argentina (Up River),Maize,0.26
7061,2011-11-18,Argentina (Up River),Maize,0.28
7062,2011-11-11,Argentina (Up River),Maize,0.28
7063,2011-11-04,Argentina (Up River),Maize,0.28
7064,2011-10-28,Argentina (Up River),Maize,0.29
7065,2011-10-21,Argentina (Up River),Maize,0.28
7066,2011-10-14,Argentina (Up River),Maize,0.28
7067,2011-10-07,Argentina (Up River),Maize,0.26
7068,2011-09-30,Argentina (Up River),Maize,0.28
7069,2011-09-23,Argentina (Up River),Maize,0.29
7070,2011-09-16,Argentina (Up River),Maize,0.3
7071,2011-09-09,Argentina (Up River),Maize,0.32
7072,2011-09-02,Argentina (Up River),Maize,0.33
7073,2011-08-26,Argentina (Up River),Maize,0.31
7074,2011-08-19,Argentina (Up River),Maize,0.31
7075,2011-08-12,Argentina (Up River),Maize,0.3
7076,2011-08-05,Argentina (Up River),Maize,0.31
7077,2011-07-29,Argentina (Up River),Maize,0.31
7078,2011-07-22,Argentina (Up River),Maize,0.31
7079,2011-07-15,Argentina (Up River),Maize,0.3
7080,2011-07-08,Argentina (Up River),Maize,0.28
7081,2011-07-01,Argentina (Up River),Maize,0.29
7082,2011-06-24,Argentina (Up River),Maize,0.3
7083,2011-06-17,Argentina (Up River),Maize,0.32
7084,2011-06-10,Argentina (Up River),Maize,0.31
7085,2011-06-03,Argentina (Up River),Maize,0.31
7086,2011-05-27,Argentina (Up River),Maize,0.31
7087,2011-05-20,Argentina (Up River),Maize,0.3
7088,2011-05-13,Argentina (Up River),Maize,0.29
7089,2011-05-06,Argentina (Up River),Maize,0.3
7090,2011-04-29,Argentina (Up River),Maize,0.32
7091,2011-04-22,Argentina (Up River),Maize,0.31
7092,2011-04-15,Argentina (Up River),Maize,0.31
7093,2011-04-08,Argentina (Up River),Maize,0.32
7094,2011-04-01,Argentina (Up River),Maize,0.28
7095,2011-03-25,Argentina (Up River),Maize,0.29
7096,2011-03-18,Argentina (Up River),Maize,0.27
7097,2011-03-11,Argentina (Up River),Maize,0.3
7098,2011-03-04,Argentina (Up River),Maize,0.31
7099,2011-02-25,Argentina (Up River),Maize,0.29
7100,2011-02-18,Argentina (Up River),Maize,0.29
7101,2011-02-11,Argentina (Up River),Maize,0.29
7102,2011-02-04,Argentina (Up River),Maize,0.29
7103,2011-01-28,Argentina (Up River),Maize,0.28
7104,2011-01-21,Argentina (Up River),Maize,0.28
7105,2011-01-14,Argentina (Up River),Maize,0.26
7106,2011-01-07,Argentina (Up River),Maize,0.27
7107,2010-12-31,Argentina (Up River),Maize,0.27
7108,2010-12-24,Argentina (Up River),Maize,0.26
7109,2010-12-17,Argentina (Up River),Maize,0.26
7110,2010-12-10,Argentina (Up River),Maize,0.25
7111,2010-12-03,Argentina (Up River),Maize,0.24
7112,2010-11-26,Argentina (Up River),Maize,0.24
7113,2010-11-19,Argentina (Up River),Maize,0.24
7114,2010-11-12,Argentina (Up River),Maize,0.26
7115,2010-11-05,Argentina (Up River),Maize,0.26
7116,2010-10-29,Argentina (Up River),Maize,0.25
7117,2010-10-22,Argentina (Up River),Maize,0.25
7118,2010-10-15,Argentina (Up River),Maize,0.26
7119,2010-10-08,Argentina (Up River),Maize,0.23
7120,2010-10-01,Argentina (Up River),Maize,0.23
7121,2010-09-24,Argentina (Up River),Maize,0.24
7122,2010-09-17,Argentina (Up River),Maize,0.23
7123,2010-09-10,Argentina (Up River),Maize,0.22
7124,2010-09-03,Argentina (Up River),Maize,0.21
7125,2010-08-27,Argentina (Up River),Maize,0.2
7126,2010-08-20,Argentina (Up River),Maize,0.21
7127,2010-08-13,Argentina (Up River),Maize,0.19
7128,2010-08-06,Argentina (Up River),Maize,0.18
7129,2010-07-30,Argentina (Up River),Maize,0.17
7130,2010-07-23,Argentina (Up River),Maize,0.17
7131,2010-07-16,Argentina (Up River),Maize,0.17
7132,2010-07-09,Argentina (Up River),Maize,0.17
7133,2010-07-02,Argentina (Up River),Maize,0.16
7134,2010-06-25,Argentina (Up River),Maize,0.17
7135,2010-06-18,Argentina (Up River),Maize,0.17
7136,2010-06-11,Argentina (Up River),Maize,0.16
7137,2010-06-04,Argentina (Up River),Maize,0.17
7138,2010-05-28,Argentina (Up River),Maize,0.17
7139,2010-05-21,Argentina (Up River),Maize,0.17
7140,2010-05-14,Argentina (Up River),Maize,0.17
7141,2010-05-07,Argentina (Up River),Maize,0.17
7142,2010-04-30,Argentina (Up River),Maize,0.17
7143,2010-04-23,Argentina (Up River),Maize,0.16
7144,2010-04-16,Argentina (Up River),Maize,0.16
7145,2010-04-09,Argentina (Up River),Maize,0.16
7146,2010-04-02,Argentina (Up River),Maize,0.16
7147,2010-03-26,Argentina (Up River),Maize,0.16
7148,2010-03-19,Argentina (Up River),Maize,0.16
7149,2010-03-12,Argentina (Up River),Maize,0.16
7150,2010-03-05,Argentina (Up River),Maize,0.16
7151,2010-02-26,Argentina (Up River),Maize,0.16
7152,2010-02-19,Argentina (Up River),Maize,0.17
7153,2010-02-12,Argentina (Up River),Maize,0.16
7154,2010-02-05,Argentina (Up River),Maize,0.17
7155,2010-01-29,Argentina (Up River),Maize,0.17
7156,2010-01-22,Argentina (Up River),Maize,0.17
7157,2010-01-15,Argentina (Up River),Maize,0.18
7158,2010-01-08,Argentina (Up River),Maize,0.19
7159,2010-01-01,Argentina (Up River),Maize,0.19
7160,2009-12-25,Argentina (Up River),Maize,0.18
7161,2009-12-18,Argentina (Up River),Maize,0.18
7162,2009-12-11,Argentina (Up River),Maize,0.17
7163,2009-12-04,Argentina (Up River),Maize,0.18
7164,2009-11-27,Argentina (Up River),Maize,0.17
7165,2009-11-20,Argentina (Up River),Maize,0.18
7166,2009-11-13,Argentina (Up River),Maize,0.18
7167,2009-11-06,Argentina (Up River),Maize,0.18
7168,2009-10-30,Argentina (Up River),Maize,0.18
7169,2009-10-23,Argentina (Up River),Maize,0.18
7170,2009-10-16,Argentina (Up River),Maize,0.18
7171,2009-10-09,Argentina (Up River),Maize,0.17
7172,2009-10-02,Argentina (Up River),Maize,0.17
7173,2009-09-25,Argentina (Up River),Maize,0.16
7174,2009-09-18,Argentina (Up River),Maize,0.17
7175,2009-09-11,Argentina (Up River),Maize,0.16
7176,2009-09-04,Argentina (Up River),Maize,0.16
7177,2009-08-28,Argentina (Up River),Maize,0.16
7178,2009-08-21,Argentina (Up River),Maize,0.16
7179,2009-08-14,Argentina (Up River),Maize,0.17
7180,2009-08-07,Argentina (Up River),Maize,0.18
7181,2009-07-31,Argentina (Up River),Maize,0.16
7182,2009-07-24,Argentina (Up River),Maize,0.16
7183,2009-07-17,Argentina (Up River),Maize,0.17
7184,2009-07-10,Argentina (Up River),Maize,0.17
7185,2009-07-03,Argentina (Up River),Maize,0.17
7186,2009-06-26,Argentina (Up River),Maize,0.18
7187,2009-06-19,Argentina (Up River),Maize,0.18
7188,2009-06-12,Argentina (Up River),Maize,0.2
7189,2009-06-05,Argentina (Up River),Maize,0.2
7190,2009-05-29,Argentina (Up River),Maize,0.19
7191,2009-05-22,Argentina (Up River),Maize,0.19
7192,2009-05-15,Argentina (Up River),Maize,0.19
7193,2009-05-08,Argentina (Up River),Maize,0.18
7194,2009-05-01,Argentina (Up River),Maize,0.16
7195,2009-04-24,Argentina (Up River),Maize,0.16
7196,2009-04-17,Argentina (Up River),Maize,0.17
7197,2009-04-10,Argentina (Up River),Maize,0.17
7198,2009-04-03,Argentina (Up River),Maize,0.17
7199,2009-03-27,Argentina (Up River),Maize,0.17
7200,2009-03-20,Argentina (Up River),Maize,0.17
7201,2009-03-13,Argentina (Up River),Maize,0.16
7202,2009-03-06,Argentina (Up River),Maize,0.15
7203,2009-02-27,Argentina (Up River),Maize,0.16
7204,2009-02-20,Argentina (Up River),Maize,0.16
7205,2009-02-13,Argentina (Up River),Maize,0.16
7206,2009-02-06,Argentina (Up River),Maize,0.16
7207,2009-01-30,Argentina (Up River),Maize,0.16
7208,2009-01-23,Argentina (Up River),Maize,0.16
7209,2009-01-16,Argentina (Up River),Maize,0.15
7210,2009-01-09,Argentina (Up River),Maize,0.17
7211,2009-01-02,Argentina (Up River),Maize,0.16
7212,2008-12-26,Argentina (Up River),Maize,0.16
7213,2008-12-19,Argentina (Up River),Maize,0.16
7214,2008-12-12,Argentina (Up River),Maize,0.14
7215,2008-12-05,Argentina (Up River),Maize,0.14
7216,2008-11-28,Argentina (Up River),Maize,0.15
7217,2008-11-21,Argentina (Up River),Maize,0.16
7218,2008-11-14,Argentina (Up River),Maize,0.15
7219,2008-11-07,Argentina (Up River),Maize,0.17
7220,2008-10-31,Argentina (Up River),Maize,0.16
7221,2008-10-24,Argentina (Up River),Maize,0.17
7222,2008-10-17,Argentina (Up River),Maize,0.17
7223,2008-10-10,Argentina (Up River),Maize,0.17
7224,2008-10-03,Argentina (Up River),Maize,0.18
7225,2008-09-26,Argentina (Up River),Maize,0.21
